discourse_id,essay_id,discourse_text,discourse_type,discourse_effectiveness
0cc2a77d9e50,3F142A739C54,they will always be learning. ,Claim,Adequate
88cc2dc55b33,43EC1533429B,what happens if our family have a emergency and they need to get in touch with they son or daughter they can call or text and tell us was going on ,Rebuttal,Adequate
c9b9047b0eb8,2C2C377C45D0,The author gives good reasonings on why the idea of studying Venus is a worthy pursuit despite the dangers ,Position,Adequate
95e687fcae60,AA7A452C4D9F,People who think that they should not convince ohers to join is because they think that they would be away from their family's for a long period of time. And it's a lot of hard work. ,Counterclaim,Adequate
588f4ff15353,20897B41AFB8,"The people that suffer the most financial damage are the drivers, followed by their passengers, and then pedestrians involved in the accident. Some reason drivers suffer the most is because they are left paying for the damages to the cars and for personal injuries, not to mention their insurance premiums potentially increase. The passengers and pedestrians suffer because of bodily injuries and potential long term recuperation. While they likely do not have to pay for vehicle damages, if severe enough, injuries prevent them from performing their day to day activities and work functions, which may leave them unable to work and without money to survive. The law office of Tavss Fletcher states that ""the average cost for each death in a motor vehicle accident is $1,130,000"" and ""each nonfatal disabling injury is $61,600"" (""The Price Paid for Automobile Accidents and Injuries""). So the cost for the accident far outweighs the risk of texting or calling while they are driving, not to mention the potential risk of injury not only for themself but for everyone involved in the accident. ",Evidence,Effective
ed19b1ac35ba,F00FF00D5C8F,"In my opinion if there is a tie in the popularity votes then they should revote, it may take longer but it will still be a decision by the people. Just because it makes the procces faster doesnt mean it makes the procces better. They can create a better system in the event of a tie instead of electors over ruling the people and picking whoever they think is best. That isnt government for the people, by the people. ",Rebuttal,Effective
3c09d0a4f1d1,1CF149052D11,Allowing individuals to make their own projects means they will have the freedom to design the project how they see fit; ,Claim,Effective
00d34ed71058,32E2949B0C66,"hen we get home we don't do anything and kids are lazy nowadays. We either take a nap, eat, watch YouTube, or play video games. ",Claim,Effective
69ae7f51cffa,3E866ECC376A,Summer projects should be student-designed ,Position,Adequate
2f5acc26e25b,23AA5F45C05B,"Not only can you help, but this job does inquire some fun! ",Claim,Adequate
e8df2d1e7c0d,4A7EE66B4695,Don't you ever think of joining the Seagoing Cowboys? Well you should consider it. ,Lead,Adequate
7c78fd00921e,4662057D0A77,There is always a solution to everything like having a car holder and putting gps rather than calling someone. ,Rebuttal,Adequate
946044faae0e,1073917E4351,The air is thick for humans and the clouds have high corrosive sulfuric acid. These things can harm humans breathing by senting them to Venus. ,Evidence,Adequate
1a83810a3c3a,42814ED28C18,I'm just not sure that it is a good idea to have something that reads emotion. I feel like some things that are better off covered up will be uncovered. Technology will consume our world if we are not careful. ,Concluding Statement,Adequate
eaebd3cf2627,0428DEB82659,But the people who do vote are people who wanr a express a political preference rather than people who want to think that their ine singal vote will decide the over-all winner of the election. ,Rebuttal,Adequate
